"","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings","sex","maturity","percent.weight"
"1926","F",0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11,"F","mature",1.92517006802721
"1927","M",0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11,"M","mature",1.55614035087719
"1928","M",0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9,"M","mature",1.85288640595903
"1929","F",0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12,"F","mature",1.8031007751938
"1930","M",0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10,"M","mature",1.45173745173745
"1931","M",0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11,"M","mature",1.54385964912281
"1932","M",0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9,"M","mature",1.29718309859155
"1933","F",0.62,0.495,0.17,1.062,0.372,0.213,0.34,11,"F","mature",1.09411764705882
"1934","M",0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15,"M","mature",1.11453320500481
"1935","M",0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9,"M","mature",1.80615384615385
"1936","M",0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12,"M","mature",1.26865671641791
"1937","M",0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11,"M","mature",1.51477449455677
"1938","M",0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9,"M","mature",1.58587257617729
"1939","M",0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10,"M","mature",1.47100424328147
"1940","F",0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11,"F","mature",1.51315789473684
"1941","F",0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11,"F","mature",1.292
"1942","F",0.625,0.47,0.145,0.984,0.475,0.2,0.265,11,"F","mature",1.79245283018868
"1943","M",0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9,"M","mature",2.17993079584775
"1944","F",0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11,"F","mature",1.65979381443299
"1945","F",0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11,"F","mature",1.22936893203883
"1946","F",0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11,"F","mature",1.72173913043478
"1947","M",0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12,"M","mature",1.62238805970149
"1948","M",0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12,"M","mature",1.79041095890411
"1949","M",0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10,"M","mature",1.42998585572843
"1950","M",0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11,"M","mature",1.36142857142857
"1951","F",0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10,"F","mature",1.49411764705882
"1952","F",0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10,"F","mature",1.20609756097561
"1953","I",0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10,"I","infant",1.66837606837607
"1954","M",0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9,"M","mature",1.40294117647059
"1955","F",0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11,"F","mature",2.06912442396313
"1956","F",0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,"F","mature",1.67165775401069
"1957","M",0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11,"M","mature",1.92762186115214
"1958","F",0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16,"F","mature",1.29957805907173
"1959","I",0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10,"I","infant",1.66263237518911
"1960","F",0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13,"F","mature",1.32510288065844
"1961","F",0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10,"F","mature",1.33249686323714
"1962","F",0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11,"F","mature",1.24647887323944
"1963","F",0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10,"F","mature",1.48604060913706
"1964","M",0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9,"M","mature",1.52298850574713
"1965","F",0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10,"F","mature",1.20918367346939
"1966","M",0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11,"M","mature",1.36621621621622
"1967","F",0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10,"F","mature",1.2865090403338
"1968","M",0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12,"M","mature",1.17316513761468
"1969","M",0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12,"M","mature",1.67875
"1970","F",0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12,"F","mature",1.54567307692308
"1971","M",0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11,"M","mature",1.35115431348724
"1972","F",0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11,"F","mature",1.4829210836278
"1973","M",0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12,"M","mature",1.51961823966066
"1974","M",0.68,0.54,0.155,1.534,0.671,0.379,0.384,10,"M","mature",1.74739583333333
"1975","M",0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10,"M","mature",1.62331288343558
"1976","M",0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11,"M","mature",1.331
"1977","M",0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13,"M","mature",1.47502774694784
"1978","F",0.7,0.575,0.205,1.773,0.605,0.447,0.538,13,"F","mature",1.12453531598513
"1979","M",0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12,"M","mature",1.75066666666667
"1980","M",0.7,0.55,0.195,1.6245,0.675,0.347,0.535,13,"M","mature",1.26168224299065
"1981","F",0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10,"F","mature",2.11376564277588
"1982","F",0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12,"F","mature",1.46107784431138
"1983","M",0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11,"M","mature",2.15009940357853
"1984","F",0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11,"F","mature",1.52459016393443
"1985","F",0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11,"F","mature",1.88636363636364
"1986","M",0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13,"M","mature",1.23993808049536
"1987","I",0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4,"I","infant",1.5625
"1988","I",0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4,"I","infant",1.25
"1989","I",0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5,"I","infant",1.13333333333333
"1990","I",0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6,"I","infant",1.76666666666667
"1991","I",0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7,"I","infant",1.2
"1992","I",0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6,"I","infant",1.03333333333333
"1993","I",0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5,"I","infant",1.6
"1994","I",0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6,"I","infant",1.86666666666667
"1995","I",0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6,"I","infant",1.25
"1996","I",0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,6,"I","infant",1.42682926829268
"1997","I",0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7,"I","infant",2.1875
"1998","I",0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6,"I","infant",1.4040404040404
"1999","I",0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7,"I","infant",1.46464646464646
"2000","I",0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6,"I","infant",1.55434782608696
"2001","I",0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9,"I","infant",1.93877551020408
"2002","I",0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6,"I","infant",1.71774193548387
"2003","I",0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7,"I","infant",1.70754716981132
"2004","I",0.375,0.28,0.08,0.226,0.105,0.047,0.065,6,"I","infant",1.61538461538462
"2005","I",0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7,"I","infant",1.80165289256198
"2006","I",0.395,0.29,0.095,0.3,0.158,0.068,0.078,7,"I","infant",2.02564102564103
"2007","I",0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7,"I","infant",1.59006211180124
"2008","I",0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8,"I","infant",1.4972972972973
"2009","I",0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7,"I","infant",1.89340101522843
"2010","I",0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8,"I","infant",1.5952380952381
"2011","I",0.435,0.325,0.12,0.346,0.159,0.084,0.095,7,"I","infant",1.67368421052632
"2012","M",0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8,"M","mature",1.99612403100775
"2013","I",0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,7,"I","infant",1.54545454545455
"2014","M",0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10,"M","mature",1.65172413793103
"2015","I",0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10,"I","infant",1.15172413793103
"2016","I",0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8,"I","infant",1.96336996336996
"2017","M",0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9,"M","mature",1.98502994011976
"2018","M",0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12,"M","mature",1.55675675675676
"2019","M",0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10,"M","mature",1.36807817589577
"2020","I",0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9,"I","infant",1.41277641277641
"2021","M",0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9,"M","mature",1.71428571428571
"2022","M",0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9,"M","mature",1.94617563739377
"2023","F",0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9,"F","mature",1.65816326530612
"2024","F",0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9,"F","mature",1.42432432432432
"2025","M",0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11,"M","mature",1.49266247379455
"2026","F",0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10,"F","mature",1.42429906542056
"2027","F",0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9,"F","mature",1.35177865612648
"2028","M",0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9,"M","mature",1.75555555555556
"2029","F",0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10,"F","mature",1.58163265306122
"2030","M",0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9,"M","mature",1.95428571428571
"2031","M",0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10,"M","mature",1.87818181818182
"2032","F",0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10,"F","mature",1.52577319587629
"2033","M",0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12,"M","mature",1.45593220338983
"2034","M",0.61,0.49,0.16,1.112,0.465,0.228,0.341,10,"M","mature",1.36363636363636
"2035","F",0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14,"F","mature",1.33885350318471
"2036","M",0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9,"M","mature",1.90284974093264
"2037","I",0.255,0.19,0.06,0.086,0.04,0.0185,0.025,5,"I","infant",1.6
"2038","I",0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5,"I","infant",1.66666666666667
"2039","I",0.28,0.215,0.08,0.132,0.072,0.022,0.033,5,"I","infant",2.18181818181818
"2040","I",0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,6,"I","infant",1.88888888888889
"2041","I",0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8,"I","infant",1.26315789473684
"2042","I",0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8,"I","infant",1.0462962962963
"2043","I",0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,"I","infant",1.8
"2044","I",0.395,0.295,0.1,0.293,0.14,0.062,0.082,7,"I","infant",1.70731707317073
"2045","F",0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7,"F","mature",1.64761904761905
"2046","I",0.405,0.31,0.09,0.312,0.138,0.06,0.087,8,"I","infant",1.58620689655172
"2047","I",0.415,0.305,0.12,0.336,0.165,0.076,0.0805,7,"I","infant",2.04968944099379
"2048","I",0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6,"I","infant",2.17816091954023
"2049","I",0.44,0.305,0.115,0.379,0.162,0.091,0.11,9,"I","infant",1.47272727272727
"2050","I",0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8,"I","infant",1.26666666666667
"2051","M",0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8,"M","mature",1.53703703703704
"2052","F",0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8,"F","mature",2.48689138576779
"2053","M",0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8,"M","mature",1.84469696969697
"2054","M",0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,7,"M","mature",2.02586206896552
"2055","M",0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7,"M","mature",2.20247933884298
"2056","I",0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,9,"I","infant",1.57254901960784
"2057","F",0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7,"F","mature",1.61892583120205
"2058","I",0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,8,"I","infant",1.73101265822785
"2059","M",0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8,"M","mature",1.52905198776758
"2060","I",0.49,0.37,0.11,0.538,0.271,0.1035,0.139,8,"I","infant",1.94964028776978
"2061","M",0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9,"M","mature",1.51362683438155
"2062","F",0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8,"F","mature",1.55182072829132
"2063","M",0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7,"M","mature",2.06930693069307
"2064","M",0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8,"M","mature",1.69072164948454
"2065","M",0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8,"M","mature",1.97771587743733
"2066","F",0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8,"F","mature",1.53562653562654
"2067","F",0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10,"F","mature",1.38054968287526
"2068","F",0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9,"F","mature",1.99457994579946
"2069","F",0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9,"F","mature",1.70779220779221
"2070","M",0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9,"M","mature",2.09154929577465
"2071","I",0.55,0.42,0.115,0.668,0.2925,0.137,0.209,11,"I","infant",1.39952153110048
"2072","F",0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9,"F","mature",1.65126050420168
"2073","M",0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8,"M","mature",1.60460652591171
"2074","F",0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,"F","mature",1.81510416666667
"2075","F",0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11,"F","mature",1.16432584269663
"2076","M",0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9,"M","mature",1.65458015267176
"2077","F",0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10,"F","mature",1.45777777777778
"2078","F",0.61,0.43,0.14,0.909,0.438,0.2,0.22,8,"F","mature",1.99090909090909
"2079","M",0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8,"M","mature",1.49865591397849
"2080","F",0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9,"F","mature",1.80917431192661
"2081","M",0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9,"M","mature",1.7787610619469
"2082","M",0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8,"M","mature",1.9265625
"2083","F",0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10,"F","mature",1.91345029239766
"2084","M",0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11,"M","mature",1.65918367346939
"2085","F",0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12,"F","mature",1.58008658008658
"2086","F",0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10,"F","mature",1.53073770491803
"2087","F",0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10,"F","mature",2.44107142857143
"2088","M",0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11,"M","mature",1.91127348643006
"2089","F",0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12,"F","mature",1.42275747508306
"2090","F",0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10,"F","mature",1.32826747720365
"2091","M",0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17,"M","mature",1.11617312072893
"2092","F",0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8,"F","mature",1.74
"2093","M",0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10,"M","mature",1.22244897959184
"2094","F",0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11,"F","mature",1.15714285714286
"2095","I",0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7,"I","infant",1.2
"2096","M",0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7,"M","mature",1.62631578947368
"2097","M",0.5,0.39,0.145,0.651,0.273,0.132,0.22,11,"M","mature",1.24090909090909
"2098","M",0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7,"M","mature",1.072
"2099","M",0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8,"M","mature",1.07714285714286
"2100","F",0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10,"F","mature",1.28260869565217
"2101","I",0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10,"I","infant",1.20588235294118
"2102","M",0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19,"M","mature",1.23488372093023
"2103","I",0.41,0.31,0.11,0.315,0.124,0.082,0.095,9,"I","infant",1.30526315789474
"2104","M",0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9,"M","mature",1.38235294117647
"2105","F",0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11,"F","mature",1.31818181818182
"2106","M",0.585,0.48,0.185,1.04,0.434,0.265,0.285,10,"M","mature",1.52280701754386
"2107","M",0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14,"M","mature",1.13972602739726
"2108","F",0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15,"F","mature",0.936666666666667
"2109","M",0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27,"M","mature",0.851412429378531
"2110","M",0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13,"M","mature",1.54776119402985
"2111","I",0.325,0.25,0.055,0.166,0.076,0.051,0.045,5,"I","infant",1.68888888888889
"2112","I",0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9,"I","infant",1.732
"2113","M",0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8,"M","mature",1.86571428571429
"2114","I",0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7,"I","infant",1.06875
"2115","I",0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,4,"I","infant",1.42857142857143
"2116","I",0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3,"I","infant",1.38888888888889
"2117","I",0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6,"I","infant",1.5
"2118","F",0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7,"F","mature",1.75625
"2119","F",0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8,"F","mature",1.46216216216216
"2120","I",0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,"I","infant",1.38620689655172
"2121","M",0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7,"M","mature",1.24090909090909
"2122","I",0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,"I","infant",1.22068965517241
"2123","F",0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11,"F","mature",1.47692307692308
"2124","F",0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6,"F","mature",3.22857142857143
"2125","M",0.385,0.295,0.095,0.335,0.147,0.094,0.09,7,"M","mature",1.63333333333333
"2126","M",0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8,"M","mature",1.12333333333333
"2127","F",0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10,"F","mature",1.29459459459459
"2128","I",0.4,0.31,0.1,0.127,0.106,0.071,0.085,7,"I","infant",1.24705882352941
"2129","M",0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12,"M","mature",1.09375
"2130","M",0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12,"M","mature",1.46530612244898
"2131","M",0.585,0.455,0.14,0.97,0.462,0.185,0.295,9,"M","mature",1.56610169491525
"2132","M",0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6,"M","mature",1.45454545454545
"2133","F",0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10,"F","mature",1.36976744186047
"2134","M",0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9,"M","mature",1.53846153846154
"2135","F",0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8,"F","mature",1.19166666666667
"2136","M",0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12,"M","mature",1.69722222222222
"2137","F",0.56,0.425,0.125,0.932,0.361,0.213,0.335,9,"F","mature",1.07761194029851
"2138","F",0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10,"F","mature",1.26129032258065
"2139","F",0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16,"F","mature",1.3728813559322
"2140","M",0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14,"M","mature",1.25268817204301
"2141","F",0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10,"F","mature",1.3875
"2142","I",0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,"I","infant",1.52
"2143","I",0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9,"I","infant",1.348
"2144","M",0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,"M","mature",1.30645161290323
"2145","M",0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9,"M","mature",1.16666666666667
"2146","F",0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9,"F","mature",1.27727272727273
"2147","M",0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,"M","mature",1.08918918918919
"2148","M",0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12,"M","mature",1.09411764705882
"2149","M",0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8,"M","mature",1.13478260869565
"2150","M",0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7,"M","mature",1.29166666666667
"2151","M",0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10,"M","mature",1.19933554817276
"2152","F",0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18,"F","mature",1.44064901793339
"2153","F",0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8,"F","mature",1.42780748663102
"2154","I",0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5,"I","infant",1.55714285714286
"2155","M",0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10,"M","mature",1.38867924528302
"2156","M",0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16,"M","mature",1.08735632183908
"2157","M",0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12,"M","mature",1.0030612244898
"2158","M",0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17,"M","mature",0.886896551724138
"2159","M",0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14,"M","mature",1.06140350877193
"2160","F",0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12,"F","mature",1.48780487804878
"2161","M",0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19,"M","mature",1.28421052631579
"2162","F",0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17,"F","mature",0.81864406779661
"2163","F",0.71,0.565,0.195,1.817,0.785,0.492,0.49,11,"F","mature",1.60204081632653
"2164","F",0.55,0.47,0.15,0.897,0.377,0.184,0.29,9,"F","mature",1.3
"2165","M",0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,"M","mature",1.46842105263158
"2166","F",0.61,0.45,0.16,1.136,0.414,0.311,0.3,9,"F","mature",1.38
"2167","I",0.38,0.28,0.085,0.2735,0.115,0.061,0.085,6,"I","infant",1.35294117647059
"2168","F",0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5,"F","mature",1.48571428571429
"2169","M",0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6,"M","mature",1.46666666666667
"2170","I",0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4,"I","infant",1.1
"2171","M",0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7,"M","mature",1.375
"2172","I",0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6,"I","infant",1.55
"2173","I",0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5,"I","infant",1.15
"2174","M",0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10,"M","mature",1.41086956521739
"2175","F",0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13,"F","mature",1.35352112676056
"2176","M",0.575,0.45,0.185,0.925,0.342,0.197,0.35,12,"M","mature",0.977142857142857
"2177","F",0.57,0.45,0.17,1.098,0.414,0.187,0.405,20,"F","mature",1.02222222222222
"2178","F",0.58,0.45,0.235,1.071,0.3,0.206,0.395,14,"F","mature",0.759493670886076
"2179","F",0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15,"F","mature",1.05294117647059
"2180","F",0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14,"F","mature",1.03820224719101
"2181","F",0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21,"F","mature",0.804494382022472
"2182","M",0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16,"M","mature",1.29038461538462
"2183","M",0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13,"M","mature",0.892957746478873
"2184","M",0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6,"M","mature",0.67
"2185","I",0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,"I","infant",1.42222222222222
"2186","M",0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9,"M","mature",1.48461538461538
"2187","F",0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9,"F","mature",1.59459459459459
"2188","M",0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14,"M","mature",0.769230769230769
"2189","M",0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12,"M","mature",1.30588235294118
"2190","F",0.49,0.37,0.14,0.585,0.243,0.115,0.195,10,"F","mature",1.24615384615385
"2191","M",0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11,"M","mature",1.02063492063492
"2192","M",0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15,"M","mature",1.15714285714286
"2193","F",0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14,"F","mature",1.39666666666667
"2194","I",0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6,"I","infant",1.025
"2195","I",0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13,"I","infant",1.12916666666667
